ID,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
alone_2157472_amusement_AFishCalledWanda,0.3033,0.060694,0.913502,0.059348,0.079913,0.129002,0.051629,0.527865,0.084866,0.538964,0.173338,0.377667,0,0.125825,0.107914,0,0.625919,0.326512,0.00279,0
alone_2157472_amusement_Benny&Joon,0.117747,0.065929,0.28338,0.042116,0.003654,0.109876,0.056794,0.184908,0.005325,0.396047,0.142144,0.400626,0,0.091855,0.09197,0,0.25423,0.32145,0.006536,0
alone_2157472_amusement_SomethingAboutMary,0.260578,0.073779,1.08125,0.040505,0.255248,0.491876,0.120633,0.693288,0.217645,0.941519,0.177213,0.522056,0,0.200733,0.097185,0,0.347523,0.32053,0.031528,0
alone_2157472_amusement_SomethingAboutMary(2),0.354572,0.059899,0.276245,0.03651,0.38326,0.740279,0.072624,1.136054,0.604985,1.321186,0.181107,0.594048,0,0.088388,0.119322,0,0.233479,0.282421,0.012572,0
alone_2157472_fear_BlairWitchProject,0.089933,0.077724,1.180783,0.0606,0.08967,0.124891,0.118069,0.266943,0,0.152653,0.134962,1.566033,0,0.080392,0.097563,0,0.491687,0.375521,0.001517,0
alone_2157472_fear_CopyCat,0.085867,0.047463,0.61333,0.035245,0.000203,0.639821,0.042264,0.053441,0.000138,0.500097,0.110381,0.4263,0,0.060571,0.071912,0,0.173533,0.341885,0,0
alone_2157472_fear_Misery,0.092957,0.041882,0.319213,0.037705,0.01939,0.281348,0.101541,0.106466,0.053361,0.584399,0.162612,0.631228,0,0.108689,0.124445,0,0.215559,0.460365,0.004056,0
alone_2157472_fear_TheShining,0.110357,0.081496,0.24078,0.040662,0.000198,0.103728,0.043487,0.198232,0.056188,0.863637,0.140765,0.418077,0,0.06805,0.09309,0,0.294768,0.393577,0.004194,0
alone_2157472_neutral_Blue(1),0.214135,0.108608,0.111941,0.08943,0.001013,0.016519,0.088544,0.011245,0.00557,0.04654,0.123312,0.379641,0,0.094093,0.139852,0,0.51,0.571857,0.008439,0
alone_2157472_neutral_Blue(2),0.105752,0.064043,0.64324,0.064594,0.000392,0.008665,0.068207,0.057432,0.000196,0.42155,0.12281,0.422708,0,0.073968,0.052885,0,0.220635,0.271317,0,0
alone_2157472_neutral_Blue(3),0.211622,0.067788,0.801059,0.05193,0.000791,0.108244,0.061823,0.014236,0,0.65626,0.085054,0.272828,0,0.077654,0.039705,0,0.223592,0.437654,0,0
alone_2157472_neutral_TheLover,0.12215,0.045452,0.280708,0.033746,0,0.012346,0.030862,0.034701,0,0.26843,0.07442,0.218183,0,0.103481,0.056067,0,0.144949,0.283038,0,0
alone_2176578_amusement_AFishCalledWanda,0.156027,0.082325,0.000199,0.047508,0.016689,0.000655,0.050007,0.014959,0.004119,0.175425,0.098733,0.474418,0,0.065532,0.055792,0,0.224511,0.242108,0,0
alone_2176578_amusement_Benny&Joon,0.10202,0.047829,0.056615,0.066606,0.000265,0.005975,0.036608,0.078785,0.000008,0.376131,0.101716,0.175312,0,0.047097,0.05616,0,0.131494,0.153617,0,0
alone_2176578_amusement_SomethingAboutMary,0.177354,0.054495,0.079958,0.040853,0.03148,0.012566,0.085404,0.091367,0.011266,0.250327,0.065526,0.165294,0,0.074107,0.081187,0,0.16508,0.144457,0,0
alone_2176578_amusement_SomethingAboutMary(2),0.131729,0.08635,0.001303,0.060465,0.01494,0.015731,0.056264,0.161814,0.001509,0.42036,0.086204,0.150525,0,0.082947,0.056058,0,0.2097,0.233675,0,0
alone_2176578_fear_BlairWitchProject,0.09292,0.043949,0.178733,0.039661,0,0.000102,0.031708,0.012002,0.000051,0.217416,0.05724,0.127638,0,0.043945,0.087474,0,0.111127,0.136305,0,0
alone_2176578_fear_CopyCat,0.11513,0.05321,0.000003,0.055418,0.000024,0.000557,0.044783,0.000291,0,0.045166,0.087947,0.211391,0,0.046252,0.066939,0,0.173216,0.19903,0,0
alone_2176578_fear_Misery,0.186247,0.101781,0.009945,0.057403,0.044523,0.010005,0.099842,0.001239,0.000429,0.178791,0.092978,0.354205,0,0.070321,0.095514,0,0.222265,0.306877,0,0
alone_2176578_fear_TheShining,0.109347,0.070287,0.000104,0.057175,0.000037,0.000241,0.049797,0.01967,0,0.090367,0.118241,0.303778,0,0.061722,0.069167,0,0.276459,0.357084,0,0
alone_2176578_neutral_Blue(1),0.092091,0.06812,0.001265,0.030158,0,0,0.049332,0.001547,0,0.100035,0.070844,0.202127,0,0.040475,0.048752,0,0.139139,0.137293,0,0
alone_2176578_neutral_Blue(2),0.13968,0.074334,0.003478,0.059394,0.004394,0.002474,0.076843,0,0,0.032215,0.09859,0.266488,0,0.063521,0.090199,0,0.203434,0.290995,0,0
alone_2176578_neutral_Blue(3),0.116979,0.059789,0.00004,0.060686,0,0,0.04942,0,0,0.108364,0.075726,0.182929,0,0.062018,0.069868,0,0.158496,0.12372,0,0
alone_2176578_neutral_TheLover,0.088807,0.041672,0.000025,0.046143,0.00079,0.000378,0.032277,0.000454,0.004832,0.161454,0.066824,0.162269,0,0.055899,0.063748,0,0.161866,0.166042,0,0
alone_2189507_amusement_AFishCalledWanda,0.099526,0.040689,0.372484,0.039376,0.355418,0.040171,0.032166,0.355991,0.642361,1.84767,0.122842,0.21261,0,0.061491,0.09579,0,0.20625,0.272037,0.012282,0
alone_2189507_amusement_Benny&Joon,0.096697,0.045346,0.34079,0.033927,0.402419,0.019176,0.025274,0.362147,0.910561,2.177415,0.095719,0.195628,0,0.066954,0.055324,0,0.120094,0.243162,0,0
alone_2189507_amusement_SomethingAboutMary,0.102832,0.039942,0.365952,0.062914,0.413157,0.015754,0.035602,0.489489,0.936524,2.265198,0.112273,0.245551,0,0.064197,0.096521,0,0.185163,0.273217,0,0
alone_2189507_amusement_SomethingAboutMary(2),0.089772,0.045839,0.462268,0.041298,0.381544,0.020483,0.033421,0.346332,0.717925,2.145405,0.070198,0.228874,0,0.066697,0.106713,0,0.210965,0.220346,0,0
alone_2189507_fear_BlairWitchProject,0.07668,0.040455,0.657386,0.094503,0.053329,0.000358,0.036169,0.029797,0.124818,1.852224,0.084745,0.235518,0,0.058072,0.113114,0,0.248763,0.173512,0.001724,0
alone_2189507_fear_CopyCat,0.075809,0.035055,0.266643,0.054567,0.085643,0.001567,0.025545,0.051548,0.279899,1.766805,0.066371,0.17631,0,0.059552,0.064069,0,0.216363,0.153299,0,0
alone_2189507_fear_Misery,0.073081,0.053291,0.604163,0.058773,0.09973,0.005012,0.051626,0.078287,0.264888,1.74141,0.085498,0.192767,0,0.060844,0.089806,0,0.18339,0.194605,0,0
alone_2189507_fear_TheShining,0.063382,0.049503,0.518267,0.063416,0.157922,0.000604,0.03127,0.092372,0.3774,1.511997,0.101113,0.212181,0,0.083317,0.090578,0,0.209749,0.224002,0.004612,0
alone_2189507_neutral_Blue(1),0.057283,0.039321,0.450057,0.033811,0.011943,0,0.018717,0.017377,0.492208,1.78717,0.056528,0.146981,0,0.04383,0.027774,0,0.085868,0.094283,0,0
alone_2189507_neutral_Blue(2),0.080495,0.057188,0.601024,0.031484,0.010668,0.00026,0.031658,0.022448,0.341727,1.983576,0.069531,0.145608,0,0.059913,0.051866,0,0.10533,0.155833,0,0
alone_2189507_neutral_Blue(3),0.065865,0.036242,0.340754,0.030988,0.011756,0.000039,0.019311,0.004915,0.054187,0.784018,0.06026,0.147087,0,0.040767,0.025774,0,0.11446,0.151092,0,0
alone_2189507_neutral_TheLover,0.080528,0.049055,0.339216,0.027138,0.003535,0,0.017215,0.048756,0.300409,1.611772,0.059974,0.164259,0,0.07155,0.044404,0,0.107232,0.173407,0,0
alone_2191005_amusement_AFishCalledWanda,0.062923,0.03678,0.049407,0.032542,0,0.000072,0.032358,0,0,0,0.050681,0.163455,0,0.042859,0.062528,0,0.121547,0.148276,0,0
alone_2191005_amusement_Benny&Joon,0.076918,0.051445,0.000323,0.040199,0,0.00121,0.073235,0,0,0.000515,0.052208,0.186204,0,0.041882,0.030793,0,0.107648,0.115496,0,0
alone_2191005_amusement_SomethingAboutMary,0.259323,0.084064,0.001538,0.037155,0.001303,0.012285,0.093151,0.000007,0,0.003856,0.064977,0.357255,0,0.155684,0.058744,0,0.116162,0.302208,0,0
alone_2191005_amusement_SomethingAboutMary(2),0.249239,0.083784,0.020224,0.059555,0.002321,0.037836,0.04465,0.000875,0.000322,0.024284,0.064958,0.227134,0,0.052718,0.149027,0,0.303096,0.233272,0,0
alone_2191005_fear_BlairWitchProject,0.108435,0.09208,0.007719,0.040122,0,0.015021,0.083929,0,0,0.000633,0.08,0.25373,0,0.063425,0.092212,0,0.178961,0.248298,0,0
alone_2191005_fear_CopyCat,0.09157,0.051101,0.001436,0.068685,0.001285,0.046411,0.052301,0,0,0.003203,0.048866,0.213266,0,0.038559,0.045551,0,0.205559,0.129312,0,0
alone_2191005_fear_Misery,0.064591,0.056338,0.012356,0.045884,0.000179,0.083697,0.032151,0.000279,0.000283,0.016539,0.070988,0.16824,0,0.075601,0.058307,0,0.230828,0.178459,0.001303,0
alone_2191005_fear_TheShining,0.11972,0.132966,0.000807,0.034174,0.000349,0.009496,0.064284,0,0,0.004137,0.060972,0.152154,0,0.042645,0.040321,0,0.13812,0.177202,0,0
alone_2191005_neutral_Blue(1),0.192314,0.101816,0,0.035813,0.000153,0.050287,0.096597,0,0,0.00021,0.044015,0.157973,0,0.033862,0.033078,0,0.126692,0.113958,0,0
alone_2191005_neutral_Blue(2),0.118593,0.065515,0.012446,0.059575,0.000973,0.018074,0.025637,0.000859,0.000312,0.005354,0.063333,0.165987,0,0.062153,0.049745,0,0.148782,0.20576,0,0
alone_2191005_neutral_Blue(3),0.061132,0.053585,0,0.026501,0,0.063396,0.029194,0,0,0,0.057136,0.179091,0,0.045609,0.026278,0,0.095763,0.131732,0,0
alone_2191005_neutral_TheLover,0.050164,0.044155,0.00719,0.020466,0.00406,0.021784,0.061914,0,0,0.073879,0.126,0.162414,0,0.108629,0.034724,0,0.171034,0.130155,0.010345,0
alone_2191372_amusement_AFishCalledWanda,0.104596,0.062365,0.880046,0.070761,0.087166,0.026792,0.077374,0.953342,1.089027,1.290416,0.102305,0.281569,0,0.106179,0.086063,0,0.187392,0.249232,0,0
alone_2191372_amusement_Benny&Joon,0.093616,0.049858,0.582994,0.058898,0.014344,0.002059,0.029898,0.798297,0.837743,0.953848,0.071935,0.225142,0,0.061313,0.039746,0,0.151226,0.327718,0,0
alone_2191372_amusement_SomethingAboutMary,0.095495,0.039796,1.230058,0.044037,0.003548,0.001045,0.035715,0.64794,0.731534,0.840614,0.06209,0.245439,0,0.092457,0.036556,0,0.165553,0.148927,0,0
alone_2191372_amusement_SomethingAboutMary(2),0.121828,0.056875,0.943004,0.054301,0.021066,0.004727,0.032789,0.327921,0.535759,0.960041,0.109221,0.340817,0,0.081795,0.067551,0,0.275906,0.384481,0,0
alone_2191372_fear_BlairWitchProject,0.155573,0.127184,1.592639,0.053212,0,0.000194,0.065694,0.22048,0.738766,0.758783,0.078025,0.2514,0,0.057047,0.050144,0,0.622701,0.186631,0,0
alone_2191372_fear_CopyCat,0.075084,0.077615,1.212115,0.057996,0.005602,0.001756,0.041094,0.071559,0.452555,0.897056,0.072023,0.270162,0,0.062688,0.090238,0,0.194481,0.27329,0,0
alone_2191372_fear_Misery,0.111161,0.069515,1.099072,0.060941,0.025648,0.006333,0.053699,0.599928,0.583394,0.961049,0.075245,0.3514,0,0.072271,0.035447,0,0.176745,0.181243,0,0
alone_2191372_fear_TheShining,0.0741,0.044037,0.348609,0.050011,0.023605,0.003879,0.032307,0.719153,1.030328,0.928195,0.07726,0.222178,0,0.117303,0.039908,0,0.22432,0.2268,0,0
alone_2191372_neutral_Blue(1),0.062482,0.037377,0.482852,0.037817,0,0.001215,0.026743,0.746479,0.630264,0.572007,0.084577,0.212254,0,0.054718,0.023468,0,0.154366,0.305405,0,0
alone_2191372_neutral_Blue(2),0.067651,0.047124,0.623554,0.033754,0.003721,0,0.028763,0.491505,0.782467,0.799214,0.072308,0.228796,0,0.10204,0.03714,0,0.136396,0.143737,0,0
alone_2191372_neutral_Blue(3),0.135296,0.06127,0.446312,0.047255,0.001524,0.000109,0.021499,0.867037,0.56636,0.803809,0.092189,0.22127,0,0.098815,0.041947,0,0.15416,0.21295,0,0
alone_2191372_neutral_TheLover,0.05773,0.035998,1.421007,0.036741,0,0,0.022022,0.116647,0.586741,0.467466,0.059061,0.19657,0,0.053464,0.022671,0,0.155282,0.126749,0,0
alone_2192438_amusement_AFishCalledWanda,0.252674,0.09455,2.547139,0.035968,0.46773,1.822745,0.049141,0.971172,0.128473,1.184996,0.055074,0.170542,0,0.046414,0.032815,0,0.181042,0.1224,0,0
alone_2192438_amusement_Benny&Joon,0.151451,0.137771,2.433499,0.083382,0.655019,2.032389,0.036618,1.370056,0.013469,1.889508,0.083158,0.196994,0,0.084333,0.043516,0,0.410708,0.24032,0,0
alone_2192438_amusement_SomethingAboutMary,0.275581,0.089196,2.137971,0.069296,0.742689,1.387408,0.194935,1.08484,0.312163,1.590543,0.163077,0.237598,0,0.095437,0.086658,0,0.237596,0.265094,0,0
alone_2192438_amusement_SomethingAboutMary(2),0.128991,0.062112,2.323049,0.041075,0.44397,1.820236,0.051015,0.893077,0.074583,1.106472,0.053453,0.144267,0,0.04526,0.037031,0,0.109533,0.145175,0,0
alone_2192438_fear_BlairWitchProject,0.158964,0.088977,2.857889,0.065394,0.933998,2.351346,0.062688,1.161448,0.218901,1.730893,0.097375,0.694688,0,0.062397,0.13636,0,0.380152,0.20658,0,0
alone_2192438_fear_CopyCat,0.609768,0.22065,2.705653,0.103468,0.790237,1.722182,0.15778,1.410418,0.129304,1.358743,0.078538,0.347505,0,0.061076,0.060294,0,0.182743,0.491723,0,0
alone_2192438_fear_Misery,0.180404,0.089736,2.323177,0.05252,0.601689,1.524563,0.152136,1.031316,0.20508,1.288481,0.084187,0.455095,0,0.081091,0.081769,0,0.225715,0.194746,0,0
alone_2192438_fear_TheShining,0.221709,0.099014,2.76251,0.096757,1.023068,2.274871,0.089258,1.299933,0.254844,1.797406,0.146295,0.566325,0,0.09105,0.105669,0,0.419919,0.249103,0.006532,0
alone_2192438_neutral_Blue(1),0.329136,0.130102,1.121254,0.066034,0.164102,0.596593,0.065932,0.623051,0.146153,1.049949,0.077678,0.312356,0,0.111881,0.11678,0,0.374847,0.157949,0,0
alone_2192438_neutral_Blue(2),0.214393,0.135177,1.518053,0.04528,0.01876,0.470465,0.038975,0.595082,0.139044,1.049285,0.083256,0.269406,0,0.070612,0.102059,0,0.277175,0.237571,0,0
alone_2192438_neutral_Blue(3),0.111367,0.061861,1.634785,0.042291,0.136949,0.487354,0.079797,0.893886,0.030367,1.042456,0.066443,0.204646,0,0.057924,0.086848,0,0.31281,0.331506,0,0
alone_2192438_neutral_TheLover,1.526701,0.102765,2.649604,0.114264,0.22112,0.948863,0.068208,1.3723,0.021748,1.406288,0.064444,0.143204,0,0.096968,0.036029,0,0.189587,0.346985,0,0
alone_2192439_amusement_AFishCalledWanda,0.105363,0.061702,0.093966,0.045615,0.190003,0.049354,0.087379,0.198983,0.3584,0.076328,0.109843,0.390643,0,0.095231,0.093627,0,0.523473,0.23717,0,0
alone_2192439_amusement_Benny&Joon,0.115367,0.067455,0.069434,0.046579,0.013863,0.010631,0.038322,0.041255,0.157881,0.00082,0.06747,0.290273,0,0.074723,0.02683,0,0.136902,0.192613,0,0
alone_2192439_amusement_SomethingAboutMary,0.208191,0.081565,0.090418,0.044709,0.088614,0.019557,0.073826,0.070088,0.28981,0.062626,0.128795,0.257527,0,0.105298,0.126455,0,0.522566,0.237934,0.002554,0
alone_2192439_amusement_SomethingAboutMary(2),0.12178,0.084647,0.10523,0.042584,0.195146,0.035987,0.048035,0.124714,0.397379,0.084795,0.140703,0.322186,0,0.082402,0.17315,0,0.36741,0.332985,0.013173,0
alone_2192439_fear_BlairWitchProject,0.082955,0.069288,0.3081,0.046391,0,0.001566,0.036734,0,0.000162,0.000132,0.087817,0.22725,0,0.066462,0.063978,0,0.219489,0.167107,0,0
alone_2192439_fear_CopyCat,0.094187,0.065151,0.115736,0.060598,0.000472,0.007188,0.039946,0.000008,0.000567,0.000077,0.097453,0.257129,0,0.077755,0.082281,0,0.153368,0.227342,0,0
alone_2192439_fear_Misery,0.083758,0.075837,0.296939,0.068129,0.015016,0.064178,0.048083,0.002978,0.026508,0.071908,0.065955,0.233638,0,0.098328,0.152102,0,0.255099,0.241159,0,0
alone_2192439_fear_TheShining,0.124645,0.077831,0.919907,0.052186,0.000143,0.019803,0.037365,0,0.001026,0.000689,0.082507,0.25915,0,0.06665,0.086996,0,0.173862,0.134875,0,0
alone_2192439_neutral_Blue(1),0.074767,0.050467,0.084572,0.028735,0,0.001732,0.030058,0,0,0,0.047685,0.199436,0,0.053249,0.038677,0,0.132724,0.113171,0,0
alone_2192439_neutral_Blue(2),0.130489,0.069674,0.12029,0.052226,0.000796,0.025285,0.040615,0.000109,0.002878,0.000054,0.085656,0.184507,0,0.059339,0.043882,0,0.125231,0.154633,0,0
alone_2192439_neutral_Blue(3),0.069826,0.048246,0.196278,0.04913,0,0.013788,0.028835,0,0.001526,0,0.060897,0.157564,0,0.093641,0.046573,0,0.154337,0.160134,0,0
alone_2192439_neutral_TheLover,0.095664,0.182828,0.226806,0.043186,0.000988,0.028339,0.04546,0,0.000043,0.020477,0.072291,0.465034,0,0.09971,0.067513,0,0.19098,0.333083,0,0
alone_2199191_amusement_AFishCalledWanda,0.320969,0.189133,0.946198,0.077457,0.449748,0.37184,0.115754,0.349664,0.795705,0.609731,0.223137,0.56538,0,0.216016,0.197342,0,0.745191,0.436397,0.027632,0
alone_2199191_amusement_Benny&Joon,0.219255,0.132821,0.989912,0.041212,0.480598,0.121713,0.050611,0.354762,1.11041,0.946064,0.18722,0.493895,0,0.142674,0.105229,0,0.726957,0.349696,0,0
alone_2199191_amusement_SomethingAboutMary,0.573903,0.250044,0.871776,0.183854,0.231149,0.226909,0.104581,0.24526,0.455948,0.372059,0.1519,0.460564,0,0.212078,0.135856,0,0.93325,0.565325,0.004913,0
alone_2199191_amusement_SomethingAboutMary(2),0.260426,0.165381,1.548376,0.059473,0.191026,0.101377,0.101504,0.320081,0.369674,0.557695,0.139552,0.503226,0,0.100975,0.136495,0,0.61498,0.60208,0.009775,0
alone_2199191_fear_BlairWitchProject,0.298431,0.121562,1.184624,0.12528,0.014724,0.0209,0.054393,0.022502,0.069154,0.058928,0.131399,0.350024,0,0.13701,0.094413,0,0.373101,0.449621,0.001743,0
alone_2199191_fear_CopyCat,0.143241,0.063161,1.07315,0.047974,0.013819,0.034176,0.054963,0.15713,0.278761,0.098761,0.138028,0.376807,0,0.109454,0.110053,0,0.562649,0.575088,0,0
alone_2199191_fear_Misery,0.246479,0.098569,1.341391,0.066103,0.00919,0.147644,0.095941,0.0688,0.157878,0.10142,0.16735,0.380645,0,0.100345,0.114427,0,0.545684,0.709759,0,0
alone_2199191_fear_TheShining,0.223946,0.109181,1.473758,0.061429,0.016904,0.007923,0.047147,0.071757,0.123308,0.180579,0.252866,0.542028,0,0.128847,0.08503,0,0.479924,0.402961,0.002646,0
alone_2199191_neutral_Blue(1),0.125886,0.075742,1.086011,0.048014,0.02034,0.081342,0.051771,0.052433,0.344383,0.156082,0.147496,0.245993,0,0.091556,0.067603,0,0.195599,0.239946,0,0
alone_2199191_neutral_Blue(2),0.099046,0.049127,1.308458,0.036631,0.000027,0.00197,0.036497,0.013699,0.061007,0.176881,0.108512,0.227629,0,0.065749,0.046435,0,0.294394,0.192576,0,0
alone_2199191_neutral_Blue(3),0.094622,0.058203,0.843582,0.03461,0.012719,0.013582,0.045059,0.072849,0.331052,0.530142,0.165343,0.425378,0,0.11305,0.143215,0,0.192778,0.297388,0,0
alone_2199191_neutral_TheLover,0.112363,0.071847,0.931281,0.039559,0,0.017537,0.031522,0.020075,0.030715,0.067596,0.083769,0.239734,0,0.091506,0.04886,0,0.191922,0.245541,0,0
alone_2239308_amusement_AFishCalledWanda,0.091995,0.056799,0.220396,0.039802,0,0.023378,0.044482,0.000318,0.004719,0.356279,0.078656,0.286986,0,0.084644,0.081295,0,0.204839,0.173421,0,0
alone_2239308_amusement_Benny&Joon,0.129553,0.046887,0.3176,0.076202,0,0.004202,0.058263,0.024218,0.028767,0.915316,0.107875,0.342247,0,0.086036,0.088579,0,0.183495,0.199014,0.004693,0
alone_2239308_amusement_SomethingAboutMary,0.180712,0.118977,0.118601,0.049456,0.007155,0.009514,0.079918,0.145541,0.133934,0.563541,0.184845,0.570778,0,0.154515,0.112126,0,0.317052,0.403338,0.016585,0
alone_2239308_amusement_SomethingAboutMary(2),0.087041,0.040743,0.501222,0.043372,0.000017,0.031539,0.038043,0.065098,0.025255,0.712585,0.114622,0.372007,0,0.055877,0.040184,0,0.209323,0.268745,0.001101,0
alone_2239308_fear_BlairWitchProject,0.098757,0.047234,0.48997,0.056913,0.000145,0.04743,0.049458,0.027779,0.024462,0.544913,0.093004,0.360855,0,0.093427,0.080809,0,0.302275,0.438234,0,0
alone_2239308_fear_CopyCat,0.0915,0.041626,0.399699,0.037788,0,0.007536,0.038686,0.000123,0,0.391133,0.080706,0.302097,0,0.062554,0.040712,0,0.217372,0.26153,0,0
alone_2239308_fear_Misery,0.304844,0.166369,0.312127,0.055143,0.000039,0.004116,0.062697,0.291612,0.143573,0.832911,0.189034,0.742973,0,0.098626,0.275366,0,0.357633,0.386084,0.01808,0
alone_2239308_fear_TheShining,0.129428,0.065723,0.254462,0.048363,0.007565,0.022514,0.04881,0.137247,0.045347,0.625298,0.126313,0.785002,0,0.084753,0.088394,0,0.373054,0.445931,0.007427,0
alone_2239308_neutral_Blue(1),0.093626,0.05243,0.191103,0.039159,0,0.000449,0.034636,0.001776,0.014636,0.23714,0.092542,0.256822,0,0.072579,0.094411,0,0.213121,0.176748,0,0
alone_2239308_neutral_Blue(2),0.121646,0.048143,0.205563,0.043002,0,0.00029,0.037826,0.023354,0.04088,0.764261,0.093319,0.743829,0,0.044877,0.045977,0,0.240475,0.636109,0,0
alone_2239308_neutral_Blue(3),0.181444,0.09033,0.620261,0.040495,0.000289,0.01011,0.075928,0.125695,0.147331,0.798102,0.147964,0.92249,0,0.071623,0.118349,0,0.256259,0.259711,0,0
alone_2239308_neutral_TheLover,0.072419,0.050813,0.543555,0.039649,0,0.000988,0.031524,0,0.000074,0.233167,0.071514,0.321727,0,0.051514,0.049788,0,0.15891,0.218652,0,0
alone_2255718_amusement_AFishCalledWanda,0.145443,0.055949,0,0.00519,0.000506,0,0.089873,0.403544,0.452025,1.076709,0.173165,0.393544,0,0.406582,0.258861,0,0.426203,0.34557,0,0
alone_2255718_amusement_Benny&Joon,0.047308,0.031923,0.145769,0.011346,0.010962,0,0.564038,0.873077,0.637115,1.728654,0.602885,1.070962,0,1.043269,0.920962,0,0.4875,1.5425,0.230769,0
alone_2255718_amusement_SomethingAboutMary,0.016875,0.011875,0.059453,0.021406,0.033438,0.003594,0.181875,1.0675,0.987969,2.309531,0.332031,1.681094,0,0.960625,1.137266,0,0.387031,1.347656,0,0
alone_2255718_amusement_SomethingAboutMary(2),0.06,0.0275,0.522917,0.021667,0.0025,0.016667,0.66,0.26875,0.25625,0.387917,0.374583,0.53375,0,0.167083,0.585833,0,0.20375,0.02625,0,0
alone_2255718_fear_BlairWitchProject,0.075948,0.037259,0.009565,0.038094,0,0,0.045566,0.389853,0.211404,1.118601,0.092434,0.230049,0,0.06861,0.081697,0,0.262968,0.217592,0,0
alone_2255718_fear_CopyCat,0.091953,0.220773,0.002167,0.128605,0.000773,0.000579,0.200665,0.282554,0.247489,1.298498,0.138476,0.486545,0,0.170386,0.050622,0,0.854442,0.1297,0,0
alone_2255718_fear_Misery,0.514558,0.098576,0.008681,0.044438,0.000105,0,0.274798,0.137886,0.348771,1.175037,0.207826,0.286657,0,0.105682,0.173733,0,0.563133,0.184498,0,0
alone_2255718_fear_TheShining,0.078142,0.06578,0,0.047523,0.000074,0,0.112973,0.392585,0.412552,1.505285,0.098497,0.481866,0,0.297291,0.303022,0,0.203939,0.546268,0,0
alone_2255718_neutral_Blue(1),0.083397,0.055897,0.007931,0.045793,0,0,0.059155,0.006017,0.144379,0.383655,0.083914,0.146793,0,0.033914,0.061379,0,0.267431,0.231345,0,0
alone_2255718_neutral_Blue(2),0.112113,0.002535,0.173944,0.001972,0.006338,0.002535,0.034789,0.005493,0.343521,1.020563,0.025775,1.607324,0,0.125493,0.085915,0,0.02507,1.528732,0,0
alone_2255718_neutral_Blue(3),0.052651,0.06802,0,0.056309,0,0,0.072181,0.136074,0.303926,1.353993,0.066913,0.444866,0,0.277013,0.387718,0,0.26443,0.405436,0,0
alone_2255718_neutral_TheLover,0.387372,0.577737,0.106131,0.127737,0.004015,0.002847,0.023139,0.111752,0.136204,0.847226,0.340584,1.034672,0,0.877591,0.066642,0,0.622774,0.366788,0.182482,0
alone_2264627_amusement_AFishCalledWanda,0.29142,0.102056,0.685482,0.069211,0.47262,0.51687,0.037227,0.848572,0.402595,0.680471,0.232666,0.44849,0,0.09808,0.100346,0,0.779218,0.324065,0,0
alone_2264627_amusement_Benny&Joon,0.133506,0.065883,0.756157,0.042531,0.43412,1.084972,0.041096,0.351349,0.179481,0.436318,0.180824,0.405981,0,0.096522,0.07271,0,0.39687,0.254611,0,0
alone_2264627_amusement_SomethingAboutMary,0.442997,0.068787,0.806826,0.041517,0.610983,0.977448,0.057825,0.832858,0.459381,0.719519,0.253846,0.563429,0,0.106773,0.074628,0,0.577947,0.273236,0,0
alone_2264627_amusement_SomethingAboutMary(2),0.233369,0.085944,0.921672,0.095174,0.417768,0.437643,0.05646,0.712897,0.173063,0.597028,0.190138,0.397586,0,0.093786,0.138022,0,0.402072,0.275425,0.00138,0
alone_2264627_fear_BlairWitchProject,0.176085,0.088741,1.23404,0.096545,0.032969,0.905962,0.059575,0.144368,0.0122,0.020472,0.20645,0.461792,0,0.095863,0.174219,0,0.273953,0.493158,0.026887,0
alone_2264627_fear_CopyCat,0.170661,0.052207,1.049843,0.052028,0.013178,0.747468,0.048058,0.054151,0.012532,0.01264,0.235702,0.222802,0,0.083091,0.082149,0,0.194818,0.313645,0,0
alone_2264627_fear_Misery,0.234533,0.064679,1.555317,0.060649,0.10992,1.20281,0.082939,0.311008,0.027957,0.198361,0.145479,0.37436,0,0.080671,0.295668,0,0.373475,0.53917,0.013947,0
alone_2264627_fear_TheShining,0.36642,0.059378,1.33876,0.059855,0.197308,0.840168,0.056265,0.380078,0.012593,0.237156,0.180138,0.328176,0,0.106038,0.086337,0,0.240332,0.375976,0.003455,0
alone_2264627_neutral_Blue(1),0.076889,0.0346,0.490956,0.046356,0.1554,0.442422,0.037511,0.292133,0,0.0294,0.084,0.164978,0,0.043444,0.095244,0,0.146333,0.148689,0,0
alone_2264627_neutral_Blue(2),0.092305,0.046455,0.725886,0.037098,0.00989,0.939789,0.037916,0.052929,0,0,0.09449,0.203058,0,0.079578,0.04314,0,0.13236,0.12067,0,0
alone_2264627_neutral_Blue(3),0.168174,0.080329,0.725309,0.042514,0.000053,0.033181,0.03088,0.000147,0.000333,0.031573,0.096295,0.285056,0,0.066162,0.038472,0,0.152368,0.229867,0,0
alone_2264627_neutral_TheLover,0.07988,0.047706,0.811575,0.036395,0.008873,0.903933,0.032278,0.002174,0,0.009297,0.078785,0.222382,0,0.056043,0.028641,0,0.161071,0.189329,0,0
